pieza,numero,talla,tipo_linea,indice,x_cm,y_cm
DELANTERO (cocoon),1,S,costura,0,-1.7000,9.4000
DELANTERO (cocoon),1,S,costura,1,0.0000,9.4000
DELANTERO (cocoon),1,S,costura,2,0.2461,9.1835
DELANTERO (cocoon),1,S,costura,3,0.4911,8.9661
DELANTERO (cocoon),1,S,costura,4,0.7338,8.7468
DELANTERO (cocoon),1,S,costura,5,0.9730,8.5248
DELANTERO (cocoon),1,S,costura,6,1.2077,8.2991
DELANTERO (cocoon),1,S,costura,7,1.4365,8.0688
DELANTERO (cocoon),1,S,costura,8,1.6585,7.8329
DELANTERO (cocoon),1,S,costura,9,1.8724,7.5907
DELANTERO (cocoon),1,S,costura,10,2.0772,7.3412
DELANTERO (cocoon),1,S,costura,11,2.2732,7.0846
DELANTERO (cocoon),1,S,costura,12,2.4613,6.8218
DELANTERO (cocoon),1,S,costura,13,2.6426,6.5534
DELANTERO (cocoon),1,S,costura,14,2.8179,6.2802
DELANTERO (cocoon),1,S,costura,15,2.9884,6.0031
DELANTERO (cocoon),1,S,costura,16,3.1549,5.7227
DELANTERO (cocoon),1,S,costura,17,3.3185,5.4399
DELANTERO (cocoon),1,S,costura,18,3.4801,5.1554
DELANTERO (cocoon),1,S,costura,19,3.6408,4.8700
DELANTERO (cocoon),1,S,costura,20,3.8014,4.5845
DELANTERO (cocoon),1,S,costura,21,3.9631,4.2995
DELANTERO (cocoon),1,S,costura,22,4.1267,4.0160
DELANTERO (cocoon),1,S,costura,23,4.2932,3.7346
DELANTERO (cocoon),1,S,costura,24,4.4635,3.4560
DELANTERO (cocoon),1,S,costura,25,4.6372,3.1800
DELANTERO (cocoon),1,S,costura,26,4.8143,2.9064
DELANTERO (cocoon),1,S,costura,27,4.9943,2.6351
DELANTERO (cocoon),1,S,costura,28,5.1771,2.3658
DELANTERO (cocoon),1,S,costura,29,5.3624,2.0983
DELANTERO (cocoon),1,S,costura,30,5.5498,1.8325
DELANTERO (cocoon),1,S,costura,31,5.7391,1.5680
DELANTERO (cocoon),1,S,costura,32,5.9301,1.3048
DELANTERO (cocoon),1,S,costura,33,6.1224,1.0427
DELANTERO (cocoon),1,S,costura,34,6.3159,0.7813
DELANTERO (cocoon),1,S,costura,35,6.5101,0.5205
DELANTERO (cocoon),1,S,costura,36,6.7049,0.2602
DELANTERO (cocoon),1,S,costura,37,6.9000,0.0000
DELANTERO (cocoon),1,S,costura,38,18.3564,5.0000
DELANTERO (cocoon),1,S,costura,39,18.1496,5.5623
DELANTERO (cocoon),1,S,costura,40,17.9458,6.1239
DELANTERO (cocoon),1,S,costura,41,17.7481,6.6841
DELANTERO (cocoon),1,S,costura,42,17.5595,7.2424
DELANTERO (cocoon),1,S,costura,43,17.3831,7.7980
DELANTERO (cocoon),1,S,costura,44,17.2220,8.3502
DELANTERO (cocoon),1,S,costura,45,17.0791,8.8984
DELANTERO (cocoon),1,S,costura,46,16.9575,9.4419
DELANTERO (cocoon),1,S,costura,47,16.8602,9.9801
DELANTERO (cocoon),1,S,costura,48,16.7904,10.5123
DELANTERO (cocoon),1,S,costura,49,16.7510,11.0378
DELANTERO (cocoon),1,S,costura,50,16.7452,11.5559
DELANTERO (cocoon),1,S,costura,51,16.7758,12.0660
DELANTERO (cocoon),1,S,costura,52,16.8461,12.5674
DELANTERO (cocoon),1,S,costura,53,16.9589,13.0594
DELANTERO (cocoon),1,S,costura,54,17.1170,13.5414
DELANTERO (cocoon),1,S,costura,55,17.3184,14.0138
DELANTERO (cocoon),1,S,costura,56,17.5587,14.4771
DELANTERO (cocoon),1,S,costura,57,17.8334,14.9320
DELANTERO (cocoon),1,S,costura,58,18.1380,15.3792
DELANTERO (cocoon),1,S,costura,59,18.4680,15.8194
DELANTERO (cocoon),1,S,costura,60,18.8190,16.2534
DELANTERO (cocoon),1,S,costura,61,19.1863,16.6817
DELANTERO (cocoon),1,S,costura,62,19.5657,17.1050
DELANTERO (cocoon),1,S,costura,63,19.9525,17.5241
DELANTERO (cocoon),1,S,costura,64,20.3422,17.9397
DELANTERO (cocoon),1,S,costura,65,20.7305,18.3524
DELANTERO (cocoon),1,S,costura,66,21.1130,18.7628
DELANTERO (cocoon),1,S,costura,67,21.4888,19.1714
DELANTERO (cocoon),1,S,costura,68,21.8586,19.5785
DELANTERO (cocoon),1,S,costura,69,22.2233,19.9842
DELANTERO (cocoon),1,S,costura,70,22.5837,20.3887
DELANTERO (cocoon),1,S,costura,71,22.9408,20.7923
DELANTERO (cocoon),1,S,costura,72,23.2953,21.1953
DELANTERO (cocoon),1,S,costura,73,23.6481,21.5977
DELANTERO (cocoon),1,S,costura,74,24.0000,22.0000
DELANTERO (cocoon),1,S,costura,75,16.0000,68.0000
DELANTERO (cocoon),1,S,costura,76,-1.7000,68.0000
DELANTERO (cocoon),1,S,corte,0,-2.7000,69.0000
DELANTERO (cocoon),1,S,corte,1,16.8411,69.0000
DELANTERO (cocoon),1,S,corte,2,25.0670,21.7009
DELANTERO (cocoon),1,S,corte,3,24.4001,20.9386
DELANTERO (cocoon),1,S,corte,4,24.0467,20.5354
DELANTERO (cocoon),1,S,corte,5,23.6907,20.1308
DELANTERO (cocoon),1,S,corte,6,23.3316,19.7248
DELANTERO (cocoon),1,S,corte,7,22.9684,19.3173
DELANTERO (cocoon),1,S,corte,8,22.6005,18.9080
DELANTERO (cocoon),1,S,corte,9,22.2269,18.4968
DELANTERO (cocoon),1,S,corte,10,21.8468,18.0835
DELANTERO (cocoon),1,S,corte,11,21.4604,17.6688
DELANTERO (cocoon),1,S,corte,12,21.0711,17.2550
DELANTERO (cocoon),1,S,corte,13,20.6846,16.8430
DELANTERO (cocoon),1,S,corte,14,20.3055,16.4322
DELANTERO (cocoon),1,S,corte,15,19.9383,16.0224
DELANTERO (cocoon),1,S,corte,16,19.5874,15.6133
DELANTERO (cocoon),1,S,corte,17,19.2571,15.2049
DELANTERO (cocoon),1,S,corte,18,18.9518,14.7975
DELANTERO (cocoon),1,S,corte,19,18.6753,14.3917
DELANTERO (cocoon),1,S,corte,20,18.4315,13.9879
DELANTERO (cocoon),1,S,corte,21,18.2235,13.5868
DELANTERO (cocoon),1,S,corte,22,18.0538,13.1889
DELANTERO (cocoon),1,S,corte,23,17.9234,12.7912
DELANTERO (cocoon),1,S,corte,24,17.8304,12.3859
DELANTERO (cocoon),1,S,corte,25,17.7716,11.9664
DELANTERO (cocoon),1,S,corte,26,17.7455,11.5315
DELANTERO (cocoon),1,S,corte,27,17.7506,11.0808
DELANTERO (cocoon),1,S,corte,28,17.7855,10.6148
DELANTERO (cocoon),1,S,corte,29,17.8486,10.1342
DELANTERO (cocoon),1,S,corte,30,17.9379,9.6401
DELANTERO (cocoon),1,S,corte,31,18.0511,9.1337
DELANTERO (cocoon),1,S,corte,32,18.1860,8.6164
DELANTERO (cocoon),1,S,corte,33,18.3398,8.0894
DELANTERO (cocoon),1,S,corte,34,18.5099,7.5537
